identidad,Entidad,codigoterminal,idubicacion,ubicacion,nroterminal
94,SOFSE SARMIENTO,11601,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11603,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11604,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11607,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11605,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11606,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11608,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11609,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11602,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11502,23161,FFCC Sarmiento Est. Once,1
94,SOFSE SARMIENTO,11611,26439,FFCC Sarmiento Est. Caballito,2
94,SOFSE SARMIENTO,11612,26439,FFCC Sarmiento Est. Caballito,2
94,SOFSE SARMIENTO,11699,26439,FFCC Sarmiento Est. Caballito,2
94,SOFSE SARMIENTO,11660,26439,FFCC Sarmiento Est. Caballito,2
94,SOFSE SARMIENTO,11700,26439,FFCC Sarmiento Est. Caballito,2
94,SOFSE SARMIENTO,11614,26441,FFCC Sarmiento Est. Flores,3
94,SOFSE SARMIENTO,11671,26441,FFCC Sarmiento Est. Flores,3
94,SOFSE SARMIENTO,11613,26441,FFCC Sarmiento Est. Flores,3
94,SOFSE SARMIENTO,11529,26441,FFCC Sarmiento Est. Flores,3
94,SOFSE SARMIENTO,11555,26441,FFCC Sarmiento Est. Flores,3
94,SOFSE SARMIENTO,11672,26444,FFCC Sarmiento Est. Floresta,4
94,SOFSE SARMIENTO,11615,26444,FFCC Sarmiento Est. Floresta,4
94,SOFSE SARMIENTO,11536,26444,FFCC Sarmiento Est. Floresta,4
94,SOFSE SARMIENTO,11616,26446,FFCC Sarmiento Est. Villa Luro,5
94,SOFSE SARMIENTO,11617,26002,FFCC Sarmiento Est. Liniers,6
94,SOFSE SARMIENTO,11620,26002,FFCC Sarmiento Est. Liniers,6
94,SOFSE SARMIENTO,11621,26002,FFCC Sarmiento Est. Liniers,6
94,SOFSE SARMIENTO,11618,26002,FFCC Sarmiento Est. Liniers,6
94,SOFSE SARMIENTO,11619,26002,FFCC Sarmiento Est. Liniers,6
94,SOFSE SARMIENTO,11622,25513,FFCC Sarmiento Est. Ciudadela,7
94,SOFSE SARMIENTO,11623,25513,FFCC Sarmiento Est. Ciudadela,7
94,SOFSE SARMIENTO,11673,26433,FFCC Sarmiento Est. Ramos Mejía,8
94,SOFSE SARMIENTO,11627,26433,FFCC Sarmiento Est. Ramos Mejía,8
94,SOFSE SARMIENTO,11626,26433,FFCC Sarmiento Est. Ramos Mejía,8
94,SOFSE SARMIENTO,11624,26433,FFCC Sarmiento Est. Ramos Mejía,8
94,SOFSE SARMIENTO,11625,26433,FFCC Sarmiento Est. Ramos Mejía,8
94,SOFSE SARMIENTO,11628,26431,FFCC Sarmiento Est. Haedo,9
94,SOFSE SARMIENTO,11629,26431,FFCC Sarmiento Est. Haedo,9
94,SOFSE SARMIENTO,11698,26431,FFCC Sarmiento Est. Haedo,9
94,SOFSE SARMIENTO,11635,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11674,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11632,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11633,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11634,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11631,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11630,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11636,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11522,23165,FFCC Sarmiento Est. Morón,10
94,SOFSE SARMIENTO,11638,26542,FFCC Sarmiento Est. Castelar,11
94,SOFSE SARMIENTO,11675,26542,FFCC Sarmiento Est. Castelar,11
94,SOFSE SARMIENTO,11637,26542,FFCC Sarmiento Est. Castelar,11
94,SOFSE SARMIENTO,11639,26542,FFCC Sarmiento Est. Castelar,11
94,SOFSE SARMIENTO,11640,26542,FFCC Sarmiento Est. Castelar,11
94,SOFSE SARMIENTO,11641,26531,FFCC Sarmiento Est. Ituzaingo,12
94,SOFSE SARMIENTO,11643,26531,FFCC Sarmiento Est. Ituzaingo,12
94,SOFSE SARMIENTO,11642,26531,FFCC Sarmiento Est. Ituzaingo,12
94,SOFSE SARMIENTO,11676,26531,FFCC Sarmiento Est. Ituzaingo,12
94,SOFSE SARMIENTO,11647,26535,FFCC Sarmiento Est. S.A. De Padua,13
94,SOFSE SARMIENTO,11645,26535,FFCC Sarmiento Est. S.A. De Padua,13
94,SOFSE SARMIENTO,11646,26535,FFCC Sarmiento Est. S.A. De Padua,13
94,SOFSE SARMIENTO,11644,26535,FFCC Sarmiento Est. S.A. De Padua,13
94,SOFSE SARMIENTO,11650,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11655,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11657,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11677,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11651,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11648,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11654,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11656,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11678,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11653,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11649,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11652,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11516,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11545,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11544,23166,FFCC Sarmiento Est. Merlo,14
94,SOFSE SARMIENTO,11658,26547,FFCC Sarmiento Est. Paso del Rey,15
94,SOFSE SARMIENTO,11659,26547,FFCC Sarmiento Est. Paso del Rey,15
94,SOFSE SARMIENTO,11517,26547,FFCC Sarmiento Est. Paso del Rey,15
94,SOFSE SARMIENTO,11546,26547,FFCC Sarmiento Est. Paso del Rey,15
94,SOFSE SARMIENTO,11581,26547,FFCC Sarmiento Est. Paso del Rey,15
94,SOFSE SARMIENTO,11669,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11664,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11668,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11661,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11670,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11665,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11667,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11662,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11666,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11663,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11569,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11582,25628,FFCC Sarmiento Est. Moreno,16
94,SOFSE SARMIENTO,11701,41138,FFCC Sarmiento Est. Merlo 2,17
94,SOFSE SARMIENTO,11702,41257,FFCC Sarmiento Est. Ferrari,18
94,SOFSE SARMIENTO,11703,41276,FFCC Sarmiento Est. Mariano Acosta,19
94,SOFSE SARMIENTO,11704,41282,FFCC Sarmiento Est. Marcos Paz,20
94,SOFSE SARMIENTO,11705,41535,FFCC Sarmiento Est. Las Heras,21
94,SOFSE SARMIENTO,11706,41536,FFCC Sarmiento Est. Lobos,22
94,SOFSE SARMIENTO,11721,41537,FFCC Sarmiento Est. Moreno 2,23
94,SOFSE SARMIENTO,11722,41538,FFCC Sarmiento Est. Fco. Alvarez,24
94,SOFSE SARMIENTO,11723,41539,FFCC Sarmiento Est. Las Malvinas,25
94,SOFSE SARMIENTO,11724,41540,FFCC Sarmiento Est. Gral. Rodriguez,26
94,SOFSE SARMIENTO,11725,41541,FFCC Sarmiento Est. Gral. Universidad Lujan,27
94,SOFSE SARMIENTO,11726,41542,FFCC Sarmiento Est. Lujan,28
94,SOFSE SARMIENTO,11727,41543,FFCC Sarmiento Est. Mercedes,29
167,FFCC BELGRANO SUR,15700,25677,FFCC Belgrano Sur - Est. Buenos Aires,1
167,FFCC BELGRANO SUR,15504,25677,FFCC Belgrano Sur - Est. Buenos Aires,1
167,FFCC BELGRANO SUR,15746,25677,FFCC Belgrano Sur - Est. Buenos Aires,1
167,FFCC BELGRANO SUR,15702,25553,FFCC Belgrano Sur - Est. Sáenz,2
167,FFCC BELGRANO SUR,15703,25553,FFCC Belgrano Sur - Est. Sáenz,2
167,FFCC BELGRANO SUR,15501,25553,FFCC Belgrano Sur - Est. Sáenz,2
167,FFCC BELGRANO SUR,15739,25688,FFCC Belgrano Sur - Est. Soldati,3
167,FFCC BELGRANO SUR,15505,25688,FFCC Belgrano Sur - Est. Soldati,3
167,FFCC BELGRANO SUR,15714,25642,FFCC Belgrano Sur - Est. Illia,4
167,FFCC BELGRANO SUR,15520,25642,FFCC Belgrano Sur - Est. Illia,4
167,FFCC BELGRANO SUR,15715,25640,FFCC Belgrano Sur - Est. Lugano,5
167,FFCC BELGRANO SUR,15742,25640,FFCC Belgrano Sur - Est. Lugano,5
167,FFCC BELGRANO SUR,15716,25644,FFCC Belgrano Sur - Est. Madero,6
167,FFCC BELGRANO SUR,15507,25644,FFCC Belgrano Sur - Est. Madero,6
167,FFCC BELGRANO SUR,15720,25704,FFCC Belgrano Sur - Est. Fournier,7
167,FFCC BELGRANO SUR,15508,25704,FFCC Belgrano Sur - Est. Fournier,7
167,FFCC BELGRANO SUR,15717,25699,FFCC Belgrano Sur - Est. Tapiales,8
167,FFCC BELGRANO SUR,15525,25699,FFCC Belgrano Sur - Est. Tapiales,8
167,FFCC BELGRANO SUR,15751,25699,FFCC Belgrano Sur - Est. Tapiales,8
167,FFCC BELGRANO SUR,15718,25700,FFCC Belgrano Sur - Est. Aldo Bonzi,9
167,FFCC BELGRANO SUR,15511,25700,FFCC Belgrano Sur - Est. Aldo Bonzi,9
167,FFCC BELGRANO SUR,15732,25930,FFCC Belgrano Sur - Est. S. de Mendeville,10
167,FFCC BELGRANO SUR,15748,25930,FFCC Belgrano Sur - Est. S. de Mendeville,10
167,FFCC BELGRANO SUR,15731,25872,FFCC Belgrano Sur - Est. Jose ingenieros,11
167,FFCC BELGRANO SUR,15519,25872,FFCC Belgrano Sur - Est. Jose ingenieros,11
167,FFCC BELGRANO SUR,15729,25870,FFCC Belgrano Sur - Est. I. Casanova,13
167,FFCC BELGRANO SUR,15513,25870,FFCC Belgrano Sur - Est. I. Casanova,13
167,FFCC BELGRANO SUR,15738,25832,FFCC Belgrano Sur - Est. Rafael Castillo,14
167,FFCC BELGRANO SUR,15728,25832,FFCC Belgrano Sur - Est. Rafael Castillo,14
167,FFCC BELGRANO SUR,15514,25832,FFCC Belgrano Sur - Est. Rafael Castillo,14
167,FFCC BELGRANO SUR,15727,25831,FFCC Belgrano Sur - Est. Merlo Gomez,15
167,FFCC BELGRANO SUR,15515,25831,FFCC Belgrano Sur - Est. Merlo Gomez,15
167,FFCC BELGRANO SUR,15744,25831,FFCC Belgrano Sur - Est. Merlo Gomez,15
167,FFCC BELGRANO SUR,15719,25713,FFCC Belgrano Sur - Est. Libertad,16
167,FFCC BELGRANO SUR,15736,25713,FFCC Belgrano Sur - Est. Libertad,16
167,FFCC BELGRANO SUR,15516,25713,FFCC Belgrano Sur - Est. Libertad,16
167,FFCC BELGRANO SUR,15737,25769,FFCC Belgrano Sur - Est. Gral. Belgrano,17
167,FFCC BELGRANO SUR,15725,25769,FFCC Belgrano Sur - Est. Gral. Belgrano,17
167,FFCC BELGRANO SUR,15726,25769,FFCC Belgrano Sur - Est. Gral. Belgrano,17
167,FFCC BELGRANO SUR,15753,25769,FFCC Belgrano Sur - Est. Gral. Belgrano,17
167,FFCC BELGRANO SUR,15752,25769,FFCC Belgrano Sur - Est. Gral. Belgrano,17
167,FFCC BELGRANO SUR,15754,25769,FFCC Belgrano Sur - Est. Gral. Belgrano,17
167,FFCC BELGRANO SUR,15730,25871,FFCC Belgrano Sur - Est. Justo Villegas,18
167,FFCC BELGRANO SUR,15745,25871,FFCC Belgrano Sur - Est. Justo Villegas,18
167,FFCC BELGRANO SUR,15721,26429,FFCC Belgrano Sur - Est. Querandi,19
167,FFCC BELGRANO SUR,15512,26429,FFCC Belgrano Sur - Est. Querandi,19
167,FFCC BELGRANO SUR,15707,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15706,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15705,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15704,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15502,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15740,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15749,25569,FFCC Belgrano Sur - Est. La Ferrere,20
167,FFCC BELGRANO SUR,15722,26430,FFCC Belgrano Sur - Est. Eva Duarte,21
167,FFCC BELGRANO SUR,15510,26430,FFCC Belgrano Sur - Est. Eva Duarte,21
167,FFCC BELGRANO SUR,15712,25641,FFCC Belgrano Sur - Est. Independencia,22
167,FFCC BELGRANO SUR,15724,25641,FFCC Belgrano Sur - Est. Independencia,22
167,FFCC BELGRANO SUR,15710,25572,FFCC Belgrano Sur - Est. Gonzalez Catan,23
167,FFCC BELGRANO SUR,15711,25572,FFCC Belgrano Sur - Est. Gonzalez Catan,23
167,FFCC BELGRANO SUR,15709,25572,FFCC Belgrano Sur - Est. Gonzalez Catan,23
167,FFCC BELGRANO SUR,15503,25572,FFCC Belgrano Sur - Est. Gonzalez Catan,23
167,FFCC BELGRANO SUR,15741,25572,FFCC Belgrano Sur - Est. Gonzalez Catan,23
167,FFCC BELGRANO SUR,15743,25572,FFCC Belgrano Sur - Est. Gonzalez Catan,23
167,FFCC BELGRANO SUR,15733,25929,FFCC Belgrano Sur - Est. Puente Alsina,24
167,FFCC BELGRANO SUR,15517,25929,FFCC Belgrano Sur - Est. Puente Alsina,24
167,FFCC BELGRANO SUR,15723,25759,FFCC Belgrano Sur - Est. Ingeniero Castello,216
167,FFCC BELGRANO SUR,15750,25759,FFCC Belgrano Sur - Est. Ingeniero Castello,216
167,FFCC BELGRANO SUR,15755,25553,FFCC Belgrano Sur - Est. Sáenz,25553
168,FFCC ROCA,868,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,889,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,738,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,739,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,786,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,866,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,900,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,740,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,870,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,876,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,782,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,867,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,887,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,784,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,869,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,873,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,956,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,957,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,872,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,955,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,958,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,597,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,510,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,507,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,508,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,583,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,505,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,509,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,501,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,595,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,979,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,594,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,506,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,593,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,592,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,970,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,978,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,971,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,972,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,996,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,974,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,977,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,618,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,603,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,601,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,602,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,998,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,997,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,968,24613,FFCC General Roca - Est. Constitución,1
168,FFCC ROCA,865,25139,FFCC General Roca - Est. Yrigoyen,2
168,FFCC ROCA,762,24334,FFCC General Roca - Est. Avellaneda,3
168,FFCC ROCA,763,24334,FFCC General Roca - Est. Avellaneda,3
168,FFCC ROCA,512,24334,FFCC General Roca - Est. Avellaneda,3
168,FFCC ROCA,993,24334,FFCC General Roca - Est. Avellaneda,3
168,FFCC ROCA,849,24597,FFCC General Roca - Est. Sarandi,4
168,FFCC ROCA,546,24597,FFCC General Roca - Est. Sarandi,4
168,FFCC ROCA,850,24598,FFCC General Roca - Est. Villa Dominico,5
168,FFCC ROCA,547,24598,FFCC General Roca - Est. Villa Dominico,5
168,FFCC ROCA,852,24599,FFCC General Roca - Est. Wilde,6
168,FFCC ROCA,949,24599,FFCC General Roca - Est. Wilde,6
168,FFCC ROCA,548,24599,FFCC General Roca - Est. Wilde,6
168,FFCC ROCA,549,24599,FFCC General Roca - Est. Wilde,6
168,FFCC ROCA,975,24599,FFCC General Roca - Est. Wilde,6
168,FFCC ROCA,981,24599,FFCC General Roca - Est. Wilde,6
168,FFCC ROCA,853,24600,FFCC General Roca - Est. Don Bosco,7
168,FFCC ROCA,950,24600,FFCC General Roca - Est. Don Bosco,7
168,FFCC ROCA,557,24600,FFCC General Roca - Est. Don Bosco,7
168,FFCC ROCA,621,24600,FFCC General Roca - Est. Don Bosco,7
168,FFCC ROCA,855,24601,FFCC General Roca - Est. Bernal,8
168,FFCC ROCA,854,24601,FFCC General Roca - Est. Bernal,8
168,FFCC ROCA,558,24601,FFCC General Roca - Est. Bernal,8
168,FFCC ROCA,582,24601,FFCC General Roca - Est. Bernal,8
168,FFCC ROCA,861,24601,FFCC General Roca - Est. Bernal,8
168,FFCC ROCA,730,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,731,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,728,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,729,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,732,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,550,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,551,24297,FFCC General Roca - Est. Quilmes,9
168,FFCC ROCA,856,24603,FFCC General Roca - Est. Ezpeleta,10
168,FFCC ROCA,953,24603,FFCC General Roca - Est. Ezpeleta,10
168,FFCC ROCA,952,24603,FFCC General Roca - Est. Ezpeleta,10
168,FFCC ROCA,951,24603,FFCC General Roca - Est. Ezpeleta,10
168,FFCC ROCA,559,24603,FFCC General Roca - Est. Ezpeleta,10
168,FFCC ROCA,737,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,734,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,735,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,736,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,531,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,566,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,937,24291,FFCC General Roca - Est. Berazategui,11
168,FFCC ROCA,954,25932,FFCC General Roca - Est. Platanos,12
168,FFCC ROCA,574,25932,FFCC General Roca - Est. Platanos,12
168,FFCC ROCA,857,25138,FFCC General Roca - Est. Hudson,13
168,FFCC ROCA,573,25138,FFCC General Roca - Est. Hudson,13
168,FFCC ROCA,858,25496,FFCC General Roca - Est. Villa Elisa,15
168,FFCC ROCA,533,25496,FFCC General Roca - Est. Villa Elisa,15
168,FFCC ROCA,859,25471,FFCC General Roca - Est. City Bell,16
168,FFCC ROCA,532,25471,FFCC General Roca - Est. City Bell,16
168,FFCC ROCA,746,25471,FFCC General Roca - Est. City Bell,16
168,FFCC ROCA,860,25472,FFCC General Roca - Est.  Gonnet,17
168,FFCC ROCA,572,25472,FFCC General Roca - Est.  Gonnet,17
168,FFCC ROCA,599,25497,FFCC General Roca - Est. Ringuelet,18
168,FFCC ROCA,733,25497,FFCC General Roca - Est. Ringuelet,18
168,FFCC ROCA,862,25474,FFCC General Roca - Est. Tolosa,19
168,FFCC ROCA,570,25474,FFCC General Roca - Est. Tolosa,19
168,FFCC ROCA,827,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,829,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,828,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,530,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,948,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,898,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,984,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,973,24586,FFCC General Roca - Est. La Plata,20
168,FFCC ROCA,899,24634,FFCC General Roca - Est. Gerli,21
168,FFCC ROCA,959,24634,FFCC General Roca - Est. Gerli,21
168,FFCC ROCA,513,24634,FFCC General Roca - Est. Gerli,21
168,FFCC ROCA,710,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,711,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,708,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,709,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,712,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,713,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,515,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,878,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,604,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,619,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,962,24311,FFCC General Roca - Est. Lanus,22
168,FFCC ROCA,799,24605,FFCC General Roca - Est. Escalada,23
168,FFCC ROCA,796,24605,FFCC General Roca - Est. Escalada,23
168,FFCC ROCA,517,24605,FFCC General Roca - Est. Escalada,23
168,FFCC ROCA,800,24605,FFCC General Roca - Est. Escalada,23
168,FFCC ROCA,702,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,714,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,701,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,703,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,704,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,715,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,961,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,519,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,518,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,520,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,611,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,615,23826,FFCC General Roca - Est. Banfield,24
168,FFCC ROCA,716,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,718,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,719,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,721,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,720,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,717,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,522,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,585,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,521,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,579,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,747,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,985,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,995,24305,FFCC General Roca - Est. Lomas de Zamora,25
168,FFCC ROCA,804,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,803,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,807,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,808,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,805,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,960,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,524,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,523,24322,FFCC General Roca - Est. Temperley,26
168,FFCC ROCA,896,24633,FFCC General Roca - Est. Turdera,27
168,FFCC ROCA,534,24633,FFCC General Roca - Est. Turdera,27
168,FFCC ROCA,969,24633,FFCC General Roca - Est. Turdera,27
168,FFCC ROCA,535,24636,FFCC General Roca - Est. Llavallol,28
168,FFCC ROCA,988,24636,FFCC General Roca - Est. Llavallol,28
168,FFCC ROCA,930,25140,FFCC General Roca - Est. Luis Guillon,29
168,FFCC ROCA,882,25140,FFCC General Roca - Est. Luis Guillon,29
168,FFCC ROCA,612,25140,FFCC General Roca - Est. Luis Guillon,29
168,FFCC ROCA,537,25140,FFCC General Roca - Est. Luis Guillon,29
168,FFCC ROCA,609,25140,FFCC General Roca - Est. Luis Guillon,29
